county,Num Eligible,Num Ineligible,American Indian and Alaska Native Eligible,Asian Eligible,Black or African American Eligible,Native Hawaiian Eligible,White Eligible,Hispanic or Latino Eligible,Veteran Eligible,Elderly Eligible,DIS Eligible,Percentage Eligible,rural
18171,1455,1888,86,0,18,0,1454,27,160,704,693,43.52,1
18173,8258,17364,206,15,452,0,7979,333,649,3569,3519,32.23,0
18175,4138,6751,40,55,289,0,3901,140,555,2002,2063,38.0,1
18177,13534,13136,643,91,862,0,13298,253,1248,5935,7208,50.75,0
18179,4314,6855,273,38,36,0,4192,310,647,2051,1679,38.62,1
18181,3771,5931,100,12,93,6,3656,387,483,1866,1200,38.87,1
18183,5235,8318,332,47,43,0,5086,377,786,2489,2037,38.63,0
19001,1303,1760,34,8,33,0,1284,87,140,578,563,42.54,1
19003,662,853,13,3,27,0,655,28,71,328,257,43.7,1
19005,2163,3680,79,36,70,0,2129,66,339,1002,831,37.02,1
19007,2199,2833,44,10,89,0,2176,93,235,1090,855,43.7,1
19009,987,1333,26,6,25,0,973,66,106,438,426,42.54,1
19011,4141,6056,313,18,187,8,3873,603,496,1713,1300,40.61,1
19013,23939,30012,1045,1346,3937,0,20007,1530,2898,9139,7717,44.37,0
19015,4075,6531,218,530,218,0,3411,316,211,1343,1162,38.42,0
19017,3845,6541,140,65,124,0,3784,116,602,1782,1477,37.02,1
19019,3194,5171,51,23,242,0,3031,134,351,1208,1178,38.18,1
19021,3777,4782,170,269,136,0,3483,573,483,1721,1449,44.13,1
19023,2387,3656,26,59,99,2,2267,300,307,1078,772,39.5,1
19025,1802,2281,81,128,65,0,1661,274,231,821,691,44.13,1
19027,3766,4768,169,268,136,0,3473,572,482,1716,1445,44.13,1
19029,2284,3085,60,14,58,0,2251,153,246,1013,986,42.54,1
19031,3186,4391,158,20,110,0,3002,296,398,1617,1455,42.05,1
19033,7935,10479,407,42,308,4,7676,580,774,4196,3094,43.09,0
19035,2116,2679,95,150,76,0,1951,321,271,964,812,44.13,1
19037,1848,3143,67,31,60,0,1818,56,289,856,710,37.03,1
19039,1740,2241,35,8,70,0,1721,73,186,862,677,43.71,1
19041,2221,4243,185,13,48,0,2122,166,202,1123,872,34.36,1
19043,2623,4462,96,44,85,0,2581,79,411,1215,1007,37.02,1
19045,8001,11027,396,51,275,0,7539,743,1000,4059,3655,42.05,0
19047,2997,3794,135,213,108,0,2764,455,383,1366,1150,44.13,1
19049,11662,29771,158,575,1790,28,9965,869,762,4428,3963,28.15,0
19051,1599,1920,107,30,62,2,1493,150,187,755,690,45.44,1
19053,1365,1759,27,6,55,0,1351,58,146,677,531,43.69,1
19055,2714,4395,43,20,206,0,2576,114,298,1027,1001,38.18,1
19057,7637,8437,288,37,736,0,6936,430,607,3251,3174,47.51,0
19059,2399,4583,199,14,52,0,2293,179,219,1214,942,34.36,1
19061,15413,24952,246,112,1167,0,14628,648,1693,5831,5686,38.18,0
19063,1272,2431,106,7,28,0,1216,95,116,644,499,34.35,1
19065,3002,5106,110,50,97,0,2954,91,470,1391,1153,37.03,1
19067,2875,3797,147,15,112,2,2782,210,280,1520,1121,43.09,1
19069,1668,2555,18,41,70,1,1584,209,215,754,540,39.5,1
19071,1179,1519,24,5,48,0,1166,50,126,584,459,43.7,1
19073,1591,2014,72,113,57,0,1467,242,204,725,610,44.13,1
19075,2052,3143,22,51,86,2,1949,258,264,927,664,39.5,1
19077,1849,2497,49,11,47,0,1822,124,199,820,798,42.54,1
19079,2505,3835,27,62,104,2,2378,315,322,1132,810,39.51,1
19081,1987,2624,102,11,77,1,1922,145,194,1051,775,43.09,1
19083,2810,4302,30,69,117,2,2668,353,362,1269,909,39.51,1
19085,2537,3428,67,16,64,0,2501,170,274,1126,1096,42.53,1
19087,4021,4442,152,20,387,0,3652,226,320,1712,1671,47.51,1
19089,1457,2478,53,24,47,0,1433,44,228,675,559,37.03,1
19091,1598,2447,17,39,67,1,1517,201,206,722,517,39.51,1
19093,1270,1608,57,90,46,0,1171,193,162,579,487,44.13,1
19095,2697,3944,204,11,122,5,2523,393,323,1115,846,40.61,1
19097,3026,4899,48,22,229,0,2872,127,332,1145,1116,38.18,1
19099,4520,9997,28,73,172,31,4291,295,372,2050,1773,31.14,1
19101,2751,3303,183,52,106,3,2569,257,322,1298,1187,45.44,1
19103,20118,41183,802,1129,2150,0,16971,2331,368,5750,5780,32.82,0
19105,3555,4899,176,23,122,0,3349,330,444,1803,1624,42.05,1
19107,1762,2116,117,33,68,2,1645,165,206,832,760,45.44,1
19109,2728,3602,140,14,106,1,2639,200,266,1442,1063,43.1,1
19111,6586,7276,248,32,635,0,5982,371,524,2804,2737,47.51,1
19113,30337,64539,1013,964,5876,132,28363,2911,3936,11415,7555,31.98,0
19115,2127,2350,80,10,205,0,1932,120,169,905,884,47.51,1
19117,1542,1986,31,7,62,0,1525,65,164,764,600,43.71,1
19119,1617,3090,134,9,35,0,1546,121,147,818,635,34.35,1
19121,1936,4943,26,95,297,5,1655,144,127,735,658,28.14,1
19123,3897,4679,260,73,151,5,3640,364,456,1839,1681,45.44,1
19125,3994,8834,25,65,152,27,3792,261,328,1811,1567,31.14,1
19127,6493,9496,491,27,294,12,6074,946,778,2686,2038,40.61,0
19129,2519,3403,67,16,64,0,2483,169,272,1118,1088,42.54,1
19131,1943,2566,100,10,75,1,1880,142,190,1028,758,43.09,1
19133,1589,2011,71,113,57,0,1465,241,203,724,609,44.14,1
19135,1353,1743,27,6,55,0,1339,57,144,671,526,43.7,1
19137,1845,2376,37,9,74,0,1825,78,197,915,717,43.71,1
19139,7447,10262,369,47,256,0,7017,691,930,3778,3401,42.05,0
19141,1922,3671,160,11,42,0,1836,143,175,972,754,34.36,1
19143,839,1603,70,5,18,0,802,63,76,424,329,34.36,1
19145,2716,3499,55,13,110,0,2687,114,290,1347,1056,43.7,1
19147,1220,2331,101,7,27,0,1166,91,111,617,479,34.36,1
19149,4245,5795,302,65,590,0,3550,950,381,1227,1990,42.28,0
19151,1283,1624,58,91,46,0,1183,195,164,585,492,44.13,1
19153,69671,134099,1573,4789,11517,0,56498,7776,5780,26799,24936,34.19,0
19155,16294,22011,430,101,412,0,16059,1091,1757,7231,7037,42.54,0
19157,3022,4420,228,13,137,6,2827,440,362,1250,948,40.61,1
19159,832,1072,17,4,34,0,823,35,89,413,324,43.7,1
19161,1780,2253,80,127,64,0,1641,270,228,811,683,44.14,1
19163,28583,43529,1974,700,4580,378,25293,4641,3484,11465,12724,39.64,0
19165,2042,2759,54,13,52,0,2013,137,220,906,882,42.53,1
19167,4862,9288,404,29,106,0,4647,363,443,2459,1908,34.36,1
19169,15030,24090,805,1957,805,0,12580,1167,777,4953,4287,38.42,0
19171,2773,4056,210,12,126,5,2594,404,332,1147,870,40.61,1
19173,1052,1355,21,5,42,0,1041,44,112,522,409,43.71,1
19175,2168,2792,44,10,88,0,2144,91,231,1075,843,43.71,1
19177,1264,1518,84,24,49,2,1180,118,148,597,545,45.43,1
19179,6223,7473,415,117,240,8,5812,582,729,2937,2685,45.44,0
19181,6264,13854,39,102,238,43,5947,409,515,2841,2457,31.14,0
19183,3963,4759,264,75,153,5,3702,371,464,1871,1710,45.44,1
19185,1159,1493,23,5,47,0,1147,49,124,575,451,43.7,1
19187,6159,9431,66,152,257,5,5848,773,792,2782,1992,39.51,0
19189,1966,2596,101,10,76,1,1902,144,192,1040,767,43.1,1
19191,3088,5253,113,52,100,0,3039,94,484,1431,1186,37.02,1
19193,17502,23895,1245,266,2433,0,14634,3916,1573,5059,8206,42.28,0
19195,1369,1808,70,7,53,1,1324,100,134,724,534,43.09,1
19197,2155,3299,23,53,90,2,2046,271,277,973,697,39.51,1
20001,2315,2644,203,16,115,7,2239,174,212,1002,1113,46.68,1
20003,1449,1654,127,10,72,4,1401,109,133,627,696,46.7,1
20005,1922,4333,106,28,209,14,1776,147,286,841,688,30.73,1
20007,695,961,50,3,24,0,658,73,73,306,280,41.97,1
20009,4197,5799,304,17,144,0,3972,438,440,1848,1688,41.99,1
20011,2657,3034,233,18,132,8,2569,199,243,1150,1277,46.69,1
20013,1118,2521,62,16,122,8,1034,85,166,489,400,30.72,1
20015,8539,17226,546,546,1777,24,6591,1206,839,2877,3362,33.14,0
20017,513,529,38,17,27,0,491,66,48,203,230,49.23,1
20019,675,697,50,22,36,1,645,87,63,267,303,49.2,1
20021,3580,4088,314,25,178,10,3463,269,328,1550,1721,46.69,1
20023,473,643,19,6,8,2,456,41,41,213,195,42.38,1
20025,274,416,27,22,19,0,203,129,8,102,106,39.71,1
20027,1406,1973,65,42,53,3,1384,134,190,652,456,41.61,1
20029,1566,2197,73,46,59,3,1541,149,211,726,508,41.62,1
20031,1671,1725,125,54,89,2,1598,216,156,661,750,49.2,1
20033,277,383,20,1,9,0,263,29,29,122,112,41.97,1
20035,6382,7442,470,138,292,4,6079,763,624,2634,2750,46.17,1
20037,7206,8229,632,50,359,20,6970,541,659,3120,3463,46.69,0
20039,498,677,20,6,8,2,480,44,43,224,205,42.38,1
20041,3189,4474,148,95,121,6,3139,304,430,1478,1034,41.62,1
20043,883,1990,49,13,96,6,816,67,131,386,316,30.73,0
20045,20742,29017,1143,1832,2130,0,18623,2315,1729,5085,5583,41.68,0
20047,479,662,35,2,16,0,454,50,50,211,193,41.98,1
20049,497,513,37,16,26,0,475,64,46,197,223,49.21,1
20051,5220,7103,213,62,83,23,5036,456,452,2349,2152,42.36,0
20053,1104,1549,51,33,42,2,1087,105,149,512,358,41.61,1
20055,5287,8013,523,433,368,0,3917,2487,154,1971,2037,39.75,0
20057,4712,7141,466,386,328,0,3491,2217,137,1757,1815,39.75,0
20059,4808,5491,422,33,239,14,4651,361,440,2081,2311,46.68,1
20061,6395,7588,284,424,858,0,5603,1288,1175,1507,2051,45.73,0
20063,490,667,20,6,8,2,473,43,42,220,202,42.35,1
20065,436,593,18,5,7,2,420,38,38,196,180,42.37,1
20067,1010,1530,100,83,70,0,748,475,29,376,389,39.76,1
20069,776,1177,77,64,54,0,575,365,23,289,299,39.73,1
20071,232,316,9,3,4,1,224,20,20,105,96,42.34,1
20073,1201,1240,90,39,64,1,1149,155,112,475,539,49.2,1
20075,345,523,34,28,24,0,256,162,10,129,133,39.75,1
20077,902,1247,65,4,31,0,854,94,95,397,363,41.97,1
20079,4133,8438,146,191,418,0,3956,680,346,1812,1576,32.88,1
20081,519,786,51,42,36,0,384,244,15,193,200,39.77,1
20083,237,359,23,19,16,0,176,112,7,88,91,39.77,1
20085,1557,3509,86,22,170,11,1439,119,231,681,557,30.73,1
20087,2159,4868,120,31,235,16,1996,165,321,945,773,30.72,0
20089,507,711,23,15,19,1,499,48,68,235,164,41.63,1
20091,60005,185628,2564,4094,7851,0,49332,6373,5473,25204,21696,24.43,0
20093,547,829,54,45,38,0,405,257,16,204,211,39.75,1
20095,1230,1700,89,5,42,0,1164,128,129,542,495,41.98,1
20097,405,560,29,2,14,0,384,42,42,178,163,41.97,1
20099,3732,4262,327,26,186,11,3610,280,342,1616,1794,46.69,1
20101,285,387,12,3,5,1,275,25,25,128,117,42.41,1
20103,10340,20255,945,44,762,3,9836,942,1290,4430,4809,33.8,0
20105,509,715,24,15,19,1,501,48,69,236,165,41.58,1
20107,1211,2372,111,5,89,0,1152,110,151,519,563,33.8,1
20109,498,677,20,6,8,2,480,44,43,224,205,42.38,1
20111,6430,6637,479,208,341,6,6150,829,602,2544,2885,49.21,0
20113,4866,7504,177,13,213,0,4745,451,363,2506,2372,39.34,1
20115,2362,2438,176,77,125,2,2259,305,221,935,1060,49.21,1
20117,1738,2439,81,52,66,3,1711,165,235,806,564,41.61,1
20119,558,846,55,46,39,0,413,263,16,208,215,39.74,1
20121,4318,8458,395,18,318,1,4107,393,539,1850,2008,33.8,1
20123,1004,1408,47,30,38,2,988,96,135,465,326,41.63,1
20125,6290,6492,469,204,333,6,6016,811,589,2489,2822,49.21,1
20127,1077,1112,80,35,57,1,1030,139,101,426,483,49.2,1
20129,371,563,37,30,26,0,275,175,11,138,143,39.72,1
20131,1780,2498,82,53,68,3,1753,169,240,825,577,41.61,1
20133,2941,3358,258,20,146,8,2844,221,269,1273,1413,46.69,1
20135,484,659,20,6,8,2,467,42,42,218,200,42.34,1
20137,984,1339,40,12,16,4,949,86,85,443,406,42.36,1
20139,1854,4180,103,27,202,13,1713,142,276,811,664,30.73,1
20141,631,859,26,7,10,3,609,55,55,284,260,42.35,1
20143,994,1394,46,29,38,2,978,95,134,461,322,41.62,1
20145,1030,1424,75,4,35,0,975,108,108,454,414,41.97,1
20147,899,1223,37,11,14,4,867,79,78,404,371,42.37,1
20149,4412,5235,196,293,592,0,3866,889,810,1039,1415,45.73,0
20151,1508,2083,109,6,52,0,1427,157,158,664,606,41.99,1
20153,463,630,19,5,7,2,447,40,40,208,191,42.36,1
20155,9965,15369,363,27,437,0,9717,924,744,5132,4857,39.33,0
20157,809,1135,37,24,31,2,796,77,109,375,262,41.62,1
20159,1517,2340,55,4,67,0,1480,141,113,781,740,39.33,1
20161,12524,14861,556,831,1680,0,10973,2523,2300,2951,4016,45.73,0
20163,887,1207,36,10,14,4,856,78,77,399,366,42.36,1
20165,486,672,35,2,17,0,460,51,51,214,196,41.97,1
20167,1207,1642,49,14,19,5,1164,105,104,543,498,42.37,1
20169,9406,13198,436,279,357,18,9260,895,1269,4361,3051,41.61,0
20171,930,1265,38,11,15,4,897,81,80,418,383,42.37,1
20173,84271,118651,6354,4562,17341,323,68341,15780,8248,30199,35171,41.53,0
20175,3017,4573,298,247,210,0,2236,1420,88,1125,1163,39.75,0
20177,33394,41502,1274,922,6546,79,26857,6328,3580,14666,13625,44.59,0
20179,442,601,18,5,7,2,426,39,38,199,182,42.38,1
20181,1069,1455,44,13,17,5,1032,93,93,481,441,42.35,1
20183,645,878,26,8,10,3,622,56,56,290,266,42.35,1
20185,670,926,49,3,23,0,634,70,70,295,269,41.98,1
20187,286,433,28,23,20,0,212,134,8,106,110,39.78,1
20189,722,1095,71,59,50,0,535,340,21,269,278,39.74,1
20191,3685,5092,267,15,126,0,3488,385,386,1623,1482,41.98,0
20193,1431,1948,58,17,23,6,1381,125,124,644,590,42.35,1
20195,507,691,21,6,8,2,490,44,44,228,209,42.32,1
20197,808,1822,45,12,88,6,747,62,120,354,289,30.72,1
20199,273,372,11,3,4,1,264,24,24,123,113,42.33,1
20201,959,1345,44,28,36,2,944,91,129,445,311,41.62,1
20203,387,527,16,5,6,2,374,34,34,174,160,42.34,1
20205,1722,1778,128,56,91,2,1647,222,161,681,773,49.2,1
20207,624,644,47,20,33,1,596,80,58,247,280,49.21,1
20209,35892,26647,2469,1939,11116,0,20449,11413,2179,12490,13377,57.39,0
21001,4329,3020,120,60,233,9,4153,116,300,1991,2281,58.91,1
21003,4432,3551,294,55,198,0,4297,216,318,1924,2136,55.52,1
21005,4464,5638,108,12,511,0,4004,218,477,1863,1564,44.19,1
21007,1461,1582,48,2,194,3,1323,88,170,709,669,48.01,1
21009,9575,7672,635,119,429,0,9282,466,688,4157,4614,55.52,1
21011,2669,2047,63,28,99,0,2647,41,301,1173,1129,56.59,1
21013,6283,2786,269,71,208,0,6117,85,404,2790,2804,69.28,1
21015,15334,35695,1369,45,107,0,14903,766,2051,6432,5388,30.05,0
21017,3564,4402,182,55,338,0,3294,256,257,1414,1507,44.74,1
21019,10362,8444,184,89,236,11,10145,204,1036,4698,5440,55.1,0
21021,6056,5641,192,41,337,0,5795,249,735,2251,2561,51.77,1
21023,1758,1349,41,19,65,0,1744,27,198,773,744,56.58,1
21025,3824,1064,159,2,42,0,3812,16,246,1902,2417,78.23,1
21027,3395,4419,176,48,437,4,3137,169,506,1445,1678,43.45,1
21029,12676,18842,732,15,614,0,12501,555,1332,6349,6256,40.22,0
21031,2663,2134,177,33,119,0,2582,130,191,1156,1283,55.51,1
21033,2951,2168,119,5,175,60,2852,139,214,1438,1845,57.65,1
21035,7007,7587,229,8,931,16,6345,424,814,3402,3211,48.01,1
21037,15785,21128,603,521,845,0,15182,499,1869,7206,6316,42.76,0
21039,911,986,30,1,121,2,825,55,106,442,417,48.02,1
21041,1832,2452,70,60,98,0,1762,58,217,836,733,42.76,1
21043,5718,4660,101,49,130,6,5598,113,572,2593,3002,55.1,1
21045,3653,2548,101,51,196,8,3504,98,253,1680,1924,58.91,1
21047,15003,12319,558,147,3501,7,12205,775,3187,4968,6240,54.91,0
21049,6507,8036,332,100,618,0,6013,468,469,2581,2752,44.74,1
21051,5095,2807,85,25,63,0,5028,86,588,2138,2549,64.48,1
21053,2119,1478,59,29,114,4,2033,57,147,974,1116,58.91,1
21055,2098,1541,85,4,125,42,2028,99,152,1022,1312,57.65,1
21057,1348,941,37,19,72,3,1293,36,93,620,710,58.89,1
21059,16897,24659,975,477,1076,0,15993,920,2115,7546,7783,40.66,0
21061,2610,2091,173,32,117,0,2530,127,187,1133,1258,55.52,1
21063,1580,1287,28,14,36,2,1547,31,158,716,829,55.11,1
21065,3419,2095,75,29,245,0,3373,137,299,1015,1446,62.01,1
21067,58613,80690,3113,3971,12950,277,44681,5881,5174,17287,19854,42.08,0
21069,3156,2421,74,33,117,0,3130,49,356,1387,1335,56.59,1
21071,9704,4386,258,22,190,0,9546,176,738,4414,6215,68.87,1
21073,9642,12180,232,26,1103,0,8649,470,1031,4025,3378,44.18,0
21075,1230,1332,40,1,164,3,1114,74,143,597,564,48.01,1
21077,1475,1974,56,49,79,0,1418,47,175,673,590,42.77,1
21079,3354,3124,106,23,186,0,3209,138,407,1247,1418,51.78,1
21081,4230,5661,162,139,226,0,4068,134,501,1931,1692,42.77,1
21083,6921,7495,226,8,920,16,6268,418,804,3361,3172,48.01,1
21085,4390,5714,228,61,565,5,4056,218,654,1869,2169,43.45,1
21087,2545,1775,71,35,137,5,2441,68,176,1170,1341,58.91,1
21089,7722,6293,137,66,176,9,7560,152,772,3502,4054,55.1,1
21091,1525,2022,100,5,185,0,1419,84,140,648,909,42.99,1
21093,18699,23023,1073,463,2927,41,17056,1219,3045,7652,8881,44.82,0
21095,6996,3102,299,79,231,0,6811,95,450,3107,3122,69.28,1
21097,3290,4062,168,51,312,0,3040,237,237,1305,1391,44.75,1
21099,4153,3328,275,51,186,0,4026,202,298,1803,2001,55.51,1
21101,7515,9962,495,26,912,0,6994,413,691,3194,4481,43.0,0
21103,1766,3802,184,85,80,7,1717,162,137,776,730,31.72,1
21105,855,926,28,1,114,2,774,52,99,415,392,48.01,1
21107,10602,7789,429,18,630,214,10246,499,768,5167,6630,57.65,1
21109,3245,1787,54,16,40,0,3202,54,375,1361,1623,64.49,1
21111,149308,181794,8654,5622,53831,200,100810,13223,16565,57352,51594,45.09,0
21113,10484,9765,332,71,583,0,10033,432,1272,3896,4434,51.78,0
21115,6126,2769,163,14,120,0,6026,111,466,2787,3923,68.87,1
21117,25571,42171,749,765,2144,0,23822,1513,2697,9166,9570,37.75,0
21119,3973,1105,166,2,44,0,3960,16,256,1975,2510,78.24,1
21121,7872,3490,336,88,260,0,7664,107,506,3496,3513,69.28,1
21123,2471,3216,128,35,318,3,2283,123,368,1052,1221,43.45,1
21125,15684,8639,261,77,194,0,15477,263,1810,6580,7845,64.48,1
21127,3497,2850,62,30,80,4,3424,69,350,1586,1836,55.1,1
21129,2060,573,86,1,23,0,2054,8,133,1025,1302,78.24,1
21131,2930,815,122,2,32,0,2921,12,189,1457,1852,78.24,1
21133,6006,1671,250,3,66,0,5987,25,387,2987,3796,78.23,1
21135,2737,2099,64,29,102,0,2714,42,309,1203,1158,56.6,1
21137,4804,4474,152,32,267,0,4597,198,583,1785,2032,51.78,1
21139,2075,1525,84,4,123,42,2006,98,150,1012,1298,57.64,1
21141,5903,4730,392,73,264,0,5723,287,424,2563,2845,55.52,1
21143,1791,1470,67,18,418,1,1457,92,380,593,745,54.92,1
21145,12816,13879,419,16,1703,30,11606,775,1490,6223,5873,48.01,0
21147,4109,2288,175,0,144,24,4031,114,509,2051,2314,64.23,1
21149,1535,2034,101,5,186,0,1428,84,141,652,915,43.01,1
21151,22383,13719,492,192,1605,0,22083,895,1959,6648,9467,62.0,0
21153,3143,1420,84,7,61,0,3091,57,239,1430,2013,68.88,1
21155,3254,4235,169,46,419,4,3006,162,485,1385,1608,43.45,1
21157,5977,6472,195,7,794,14,5413,361,695,2902,2739,48.01,1
21159,3048,1378,81,7,60,0,2998,55,232,1386,1952,68.87,1
21161,3582,2747,84,38,133,0,3552,55,404,1574,1515,56.6,1
21163,4987,6490,259,70,642,6,4607,248,743,2123,2464,43.45,1
21165,1280,981,30,14,48,0,1269,20,144,562,541,56.61,1
21167,4237,5352,102,12,485,0,3800,207,453,1769,1484,44.19,1
21169,2212,1773,147,27,99,0,2145,108,159,961,1066,55.51,1
21171,2441,1956,162,30,109,0,2367,119,175,1060,1177,55.52,1
21173,5884,4512,138,62,219,0,5835,91,664,2586,2489,56.6,1
21175,2872,2203,67,30,107,0,2849,44,324,1263,1215,56.59,1
21177,7219,5304,292,12,429,146,6977,339,523,3519,4514,57.65,1
21179,7768,10111,403,109,1001,10,7178,386,1158,3307,3839,43.45,1
21181,1327,1638,68,20,126,0,1226,95,96,526,561,44.76,1
21183,3989,5288,263,14,484,0,3713,219,367,1695,2378,43.0,1
21185,7618,16397,792,365,346,31,7406,700,590,3347,3147,31.72,0
21187,1912,2560,73,63,102,0,1839,61,226,873,765,42.75,1
21189,1128,314,47,1,12,0,1125,5,73,561,713,78.22,1
21191,2483,3324,95,82,133,0,2389,79,294,1134,994,42.76,1
21193,7936,2208,331,5,87,0,7911,33,511,3946,5015,78.23,1
21195,15841,7160,422,36,310,0,15583,288,1205,7206,10145,68.87,1
21197,3169,1943,70,27,227,0,3127,127,277,941,1341,61.99,1
21199,15824,8812,675,0,553,94,15527,438,1962,7901,8912,64.23,1
21201,458,351,11,5,17,0,454,7,52,201,194,56.61,1
21203,4019,2213,67,20,50,0,3965,67,464,1686,2010,64.49,1
21205,5160,3957,121,54,192,0,5117,80,582,2268,2182,56.6,1
21207,4122,2876,115,57,222,9,3954,110,286,1896,2172,58.9,1
21209,10062,12425,513,155,955,0,9297,724,725,3991,4254,44.75,0
21211,5417,11659,563,259,246,22,5266,497,419,2380,2238,31.72,0
21213,4218,3380,280,52,189,0,4089,205,303,1831,2033,55.51,1
21215,3004,4466,173,3,145,0,2963,132,316,1505,1483,40.21,1
21217,5962,4159,166,82,320,13,5719,160,413,2742,3141,58.91,1
21219,2524,2072,94,25,589,1,2053,130,536,836,1050,54.92,1
21221,2899,2381,108,28,677,1,2359,150,616,960,1206,54.91,1
21223,955,2055,99,46,43,4,928,88,74,420,394,31.73,1
21225,2292,3039,151,8,278,0,2134,126,211,974,1367,42.99,1
21227,25029,28064,921,1812,5295,0,19374,2429,2637,6898,8867,47.14,0
21229,1999,2601,104,28,257,2,1847,99,298,851,988,43.46,1
21231,4758,2650,203,0,166,28,4669,132,590,2376,2679,64.23,1
21233,2184,2895,144,8,265,0,2033,120,201,928,1302,43.0,1
21235,9574,4245,409,108,317,0,9321,130,615,4251,4272,69.28,1
21237,1829,509,76,1,20,0,1823,8,118,909,1156,78.23,1
21239,5027,6350,121,14,575,0,4509,245,538,2099,1761,44.19,1
22001,11917,10259,427,372,3502,0,8843,280,989,4502,5372,53.74,0
22003,3693,3885,151,46,643,6,3198,49,642,1687,1494,48.73,1
22005,23256,24897,335,359,9741,0,13751,3150,2582,9262,7994,48.3,0
22007,4247,4010,231,65,998,0,3282,151,269,2020,1532,51.44,1
22009,7779,5926,261,130,2520,0,5478,108,1048,3712,3540,56.76,1
22011,5932,6242,242,75,1032,10,5137,79,1031,2711,2401,48.73,1
22013,3048,1824,248,7,1516,0,1560,56,244,1164,1084,62.56,1
22015,24105,25078,590,699,9825,0,14808,1455,3422,9526,9246,49.01,0
22017,56968,39536,1350,642,35881,124,22146,852,7357,22636,24226,59.03,0
22019,38394,33864,1525,730,13160,25,27001,1932,5486,16895,13326,53.13,0
22021,2228,1241,76,23,965,0,1290,65,209,1048,887,64.23,1
22023,1055,821,41,24,470,0,637,77,131,453,329,56.24,1
22025,1746,1330,59,29,565,0,1230,24,235,833,794,56.76,1
22027,3327,1990,270,8,1654,0,1702,62,267,1271,1184,62.57,1
22029,3663,2790,123,61,1186,0,2580,51,494,1748,1667,56.76,1
22031,6296,3766,511,15,3130,0,3221,117,504,2405,2240,62.57,1
22033,95194,80568,2175,3198,59415,131,35091,5418,8208,32793,39140,54.16,0
22035,1724,960,59,18,746,0,998,50,162,811,686,64.23,1
22037,3534,3497,182,12,1688,0,1865,140,241,1588,1314,50.26,1
22039,8676,3880,530,222,3680,0,5228,229,761,3929,4621,69.1,1
22041,4572,2546,156,47,1980,0,2648,132,428,2151,1820,64.23,1
22043,4345,3310,146,72,1407,0,3060,60,585,2073,1977,56.76,1
22045,15099,10650,607,351,6225,34,9163,822,1491,7193,6543,58.64,0
22047,5470,5413,282,18,2612,0,2887,217,373,2458,2034,50.26,0
22049,3474,1935,119,36,1504,0,2012,101,325,1634,1383,64.23,1
22051,92824,86591,3191,4350,33106,50,57157,16322,9038,41110,36138,51.74,0
22053,6049,4706,236,139,2697,0,3653,441,750,2599,1887,56.24,1
22055,40502,57505,883,1319,17709,186,22578,2424,4565,15298,10638,41.33,0
22057,19692,18593,1069,304,4625,0,15220,703,1248,9368,7102,51.44,0
22059,2898,2207,97,48,938,0,2041,40,390,1383,1318,56.77,1
22061,11369,6801,923,28,5653,0,5816,211,911,4343,4044,62.57,0
22063,23337,28769,2247,85,4083,0,19733,1005,1132,9417,10002,44.79,0
22065,2314,1289,79,24,1002,0,1340,67,217,1088,921,64.22,1
22067,5923,3299,203,61,2565,0,3430,172,555,2786,2358,64.23,1
22069,8811,5271,715,21,4381,0,4507,163,706,3365,3134,62.57,1
22071,88313,70513,1935,3052,64988,108,23073,4803,6464,36635,26649,55.6,0
22073,35795,25863,1031,722,16609,0,18916,1258,4528,14610,12735,58.05,0
22075,4657,4007,158,191,1816,0,2854,694,510,1930,1816,53.75,0
22077,3755,3715,194,12,1793,0,1981,149,256,1687,1396,50.27,1
22079,27643,20410,1027,671,10640,22,17940,1877,4212,11318,12072,57.53,0
22081,1789,1070,145,4,890,0,915,33,143,683,637,62.57,1
22083,4634,2581,158,48,2007,0,2684,134,434,2180,1845,64.23,1
22085,5204,3113,423,13,2588,0,2662,96,417,1988,1851,62.57,1
22087,8668,7458,294,355,3380,0,5313,1291,950,3592,3380,53.75,0
22089,8923,9957,73,61,5459,0,3180,493,682,4101,3723,47.26,0
22091,1792,2209,173,7,313,0,1515,77,87,723,768,44.79,1
22093,3430,3827,28,23,2098,0,1222,189,262,1576,1431,47.26,1
22095,7213,8049,59,49,4413,0,2571,398,551,3315,3010,47.26,0
22097,22132,9898,1352,565,9389,0,13337,584,1942,10024,11789,69.1,0
22099,11178,7885,450,259,4609,25,6783,609,1103,5325,4844,58.64,0
22101,9814,9441,985,276,3025,7,6642,672,902,4406,4065,50.97,1
22103,41784,61756,2490,1397,9601,96,31794,4234,6752,20378,17021,40.36,0
22105,28878,21188,1468,663,11462,0,18036,1287,2820,11323,14258,57.68,0
22107,959,534,33,10,415,0,555,28,90,451,382,64.23,1
22109,21764,20935,2185,613,6708,17,14729,1490,1999,9770,9014,50.97,0
22111,4878,2717,167,50,2112,0,2825,141,457,2295,1942,64.23,1
22113,11875,10222,426,371,3490,0,8812,279,985,4486,5352,53.74,0
22115,10365,7653,385,252,3990,8,6727,704,1579,4244,4527,57.53,1
22117,9858,7233,501,226,3913,0,6157,439,963,3865,4868,57.68,1
22119,6922,7202,170,201,2822,0,4252,418,983,2736,2655,49.01,1
22121,4920,4869,254,16,2350,0,2596,195,336,2211,1829,50.26,0
